-7.056725720297493	-8.075657657796555
1.7471049870392932	-10.946531816047354
8.254284205505627	-11.52070703784554
11.125098566593708	-13.62601618443884
15.14423867211704	-16.87967577462851
22.03419313872844	-16.305500552830324
26.627496116469374	-14.58297488743581
30.45524859792016	-13.81740792503824
34.66577632751603	-13.81740792503824
39.25907930525696	-15.539933590432767
43.46960703485283	-18.02802621822485
48.06291001259376	-20.707510586616337
51.50788724589947	-19.367768402420594
54.95286447920515	-16.87967577462851
